Keyword,Competition,Global Monthly Searches,Jan 2011,Dec 2010,Nov 2010,Oct 2010,Sep 2010,Aug 2010,Jul 2010,Jun 2010,May 2010,Apr 2010,Mar 2010,Feb 2010,Ad Share,Search Share,Estimated Avg. CPC,Extracted From Webpage,Local Monthly Searches
insurance lawsuit,0.15,6600,-,5400,6600,6600,6600,6600,5400,6600,8100,5400,6600,5400,-,-,$3.48,-,6600
lawsuit insurance,0.15,6600,-,5400,6600,6600,6600,6600,5400,6600,8100,5400,6600,5400,-,-,$0.00,-,6600
securities lawsuit,0.17,1300,-,880,1000,1000,1000,880,880,1600,1900,1900,1600,1300,-,-,$4.83,-,1300
defamation lawsuit,0.27,5400,-,3600,5400,4400,3600,3600,3600,4400,4400,4400,6600,3600,-,-,$1.21,-,4400
trademark infringement lawsuits,0.19,320,-,210,170,210,320,260,210,260,260,320,260,260,-,-,$0.05,-,260
dental malpractice lawsuits,0.56,320,-,170,320,170,260,170,260,390,390,320,390,390,-,-,$0.05,-,320
false advertising lawsuits,0.19,390,-,320,390,320,320,260,320,390,320,320,590,480,-,-,$0.05,-,390
promissory note template,0.71,18100,-,14800,14800,14800,14800,14800,14800,14800,18100,18100,18100,14800,-,-,$0.79,http://www.docstoc.com/,14800
asbestos attorney law lawsuit lawyer mesothelioma,0.74,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,16
direct buy lawsuit,0.29,390,-,260,260,260,260,260,390,390,390,390,390,390,-,-,$0.05,-,320
asbestos cancer law lawsuit lawyer mesothelioma,0.55,110,-,110,260,210,140,110,73,73,73,91,73,58,-,-,$0.05,-,110
wrongful death lawsuit settlements,0.43,480,-,320,260,390,320,590,390,390,720,720,590,390,-,-,$0.05,-,480
health care lawsuit,0.07,12100,-,9900,8100,18100,12100,9900,9900,8100,9900,14800,27100,1300,-,-,$0.05,-,9900
cash for lawsuit,0.62,5400,-,6600,6600,8100,6600,3600,2900,4400,2900,3600,4400,2900,-,-,$17.50,-,4400
disability discrimination lawsuits,0.23,1900,-,1000,1300,1300,1000,880,880,1000,1300,1300,1600,1000,-,-,$0.05,-,1000
how to file civil lawsuit,0.3,2900,-,2400,2400,2900,2900,2900,2900,2400,2400,2400,2400,1900,-,-,$0.05,-,2400
bad faith lawsuit,0.18,480,-,260,320,320,390,320,320,390,880,390,390,480,-,-,$1.12,-,390
meso lawsuit,0.36,58,-,73,140,58,73,46,91,22,28,16,46,46,-,-,$92.65,-,58
divorce lawsuit,0.15,590,-,320,390,480,880,880,590,590,590,590,590,590,-,-,$0.05,-,590
lawsuit filings,0.34,480,-,390,480,480,480,390,480,390,390,480,590,590,-,-,$1.78,-,480
lawsuits loans,0.63,880,-,880,880,880,880,1000,880,1000,720,720,720,590,-,-,$13.41,-,880
pharmaceutical lawsuits,0.4,720,-,590,720,720,720,480,480,590,590,590,480,480,-,-,$2.59,-,590
workplace discrimination lawsuits,0.45,480,-,260,480,390,320,260,320,480,480,720,720,590,-,-,$0.05,-,480
civil suit,0.22,33100,-,27100,27100,33100,27100,27100,27100,22200,27100,27100,27100,27100,-,-,$1.08,-,27100
class action lawsuit settlements,0.14,2900,-,2400,1900,2400,2400,2400,2900,2900,2400,2900,2900,2400,-,-,$0.05,-,2400
atlanta asbestos lawsuits,0.85,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,5
asbestos lawsuit lawyer mesothelioma,0.69,260,-,210,320,320,210,320,210,390,170,170,110,110,-,-,$0.05,-,210
business lawsuits,0.22,1900,-,1600,2400,1900,1900,1300,1000,1000,1300,1600,1600,1900,-,-,$1.36,-,1600
yasmin class action lawsuit,0.66,320,-,58,110,91,91,170,260,210,260,260,320,320,-,-,$0.05,-,210
cancer law lawsuit mesothelioma,0.56,210,-,140,260,210,170,260,170,170,170,110,170,91,-,-,$0.05,-,170
copyright lawsuits,0.11,1900,-,1600,1900,1900,2400,1300,1300,1000,1900,1900,1900,1300,-,-,$3.79,-,1600
accident lawsuits,0.53,1300,-,1300,1000,1000,1300,1000,1000,1600,1000,880,1000,880,-,-,$6.37,-,1000
borat lawsuits,0.02,880,-,390,390,480,590,320,390,480,590,590,880,720,-,-,$0.05,-,720
lawsuit structured settlement,0.6,73,-,58,73,73,73,73,46,46,58,73,46,36,-,-,$0.05,-,58
taxes on lawsuit settlements,0.23,1300,-,1300,1000,1000,1300,880,880,880,1000,1300,1600,1600,-,-,$0.05,-,1300
employee lawsuits,0.19,4400,-,3600,4400,4400,4400,4400,4400,4400,4400,4400,4400,4400,-,-,$0.79,-,4400
lawsuit mesothelioma,0.77,4400,-,3600,3600,3600,2400,2900,2400,3600,2900,2400,8100,1900,-,-,$0.00,-,3600
disability lawsuit,0.17,1000,-,1000,1300,1300,1000,1000,1000,880,880,1000,1000,1000,-,-,$5.33,-,1000
choicedek lawsuit,0.11,390,-,73,140,140,140,140,260,590,880,880,590,210,-,-,$0.05,-,320
class action lawsuit list,0.3,260,-,320,320,210,260,320,260,210,260,320,260,210,-,-,$0.05,-,260
file lawsuit,0.3,18100,-,18100,22200,18100,18100,18100,18100,14800,14800,14800,18100,14800,-,-,$1.25,-,18100
libel lawsuit,0.15,1000,-,720,880,1000,1000,720,880,880,1000,1000,1000,1000,-,-,$1.60,-,880
national lawsuit funding,0.84,170,-,140,170,260,170,140,170,210,170,110,110,110,-,-,$13.98,-,170
legal malpractice lawsuits,0.45,480,-,170,210,260,320,260,210,320,720,1600,480,260,-,-,$0.05,-,390
medical lawsuit cases,0.51,720,-,480,480,720,590,480,390,480,880,1300,720,480,-,-,$0.05,-,590
employment lawsuit,0.19,2400,-,2400,2900,2900,2400,1900,1900,1900,2400,2400,1900,1600,-,-,$1.89,-,2400
hp class action lawsuit,0.13,2400,-,4400,6600,2400,1600,1600,1300,1300,1300,1600,1300,1000,-,-,$0.05,-,1900
hospital malpractice lawsuits,0.37,590,-,320,390,320,390,260,320,480,1600,880,480,260,-,-,$0.05,-,480
civil rights lawsuit,0.24,1300,-,1300,1900,1900,1300,1000,880,880,1000,1000,1000,880,-,-,$1.13,-,1300
free lawsuit search,0.57,140,-,91,170,110,110,170,140,140,140,140,140,110,-,-,$0.05,-,140
nursing home negligence lawsuit,0.28,480,-,1300,1600,1900,590,73,58,73,91,170,91,91,-,-,$0.05,-,480
intellectual property lawsuit,0.21,390,-,210,260,390,260,260,260,170,260,320,260,320,-,-,$1.72,-,260
criminal lawsuit,0.04,3600,-,3600,3600,3600,2900,2900,2400,3600,3600,3600,2900,2900,-,-,$2.52,-,2900
hospital lawsuits,0.28,4400,-,2900,3600,4400,3600,3600,3600,3600,4400,4400,3600,3600,-,-,$2.61,-,3600
workplace lawsuits,0.33,1600,-,880,1600,1600,1300,1000,1000,1300,1300,1600,1600,1300,-,-,$1.06,-,1300
lawsuit database,0.32,480,-,320,390,320,390,390,480,480,480,390,480,480,-,-,$0.05,-,390
estratest lawsuit,0.27,58,-,0,12,0,0,0,22,73,73,91,140,170,-,-,$0.05,-,58
whistleblower lawsuit,0.43,880,-,880,880,1000,1000,720,880,590,720,590,720,720,-,-,$6.99,-,720
brain injury lawsuit,0.48,320,-,140,140,170,210,260,320,390,390,390,320,110,-,-,$6.15,-,260
slip and fall lawsuit,0.49,1000,-,1600,1600,1900,1900,1000,720,720,590,590,590,590,-,-,$8.60,-,1000
car accident lawsuit settlement,0.69,260,-,210,170,140,170,320,210,210,210,170,260,210,-,-,$0.05,-,210
ocella lawsuit,0.53,590,-,91,140,260,390,590,390,480,480,720,880,880,-,-,$0.05,-,590
drug lawsuit,0.24,1600,-,880,1300,1300,1300,1000,1000,1600,1600,1300,1000,880,-,-,$3.30,-,1000
personal injury lawsuit settlements,0.57,590,-,320,260,260,390,260,320,590,590,480,590,590,-,-,$0.05,-,390
search lawsuits,0.42,880,-,720,880,880,880,880,880,880,880,1000,1000,880,-,-,$0.99,-,880
civil lawsuit lawyers,0.78,880,-,720,720,880,880,720,880,720,720,720,720,720,-,-,$0.05,-,720
mcdonalds coffee lawsuit,0.01,1900,-,1300,1600,1600,1300,880,1000,1600,1900,2400,2400,2400,-,-,$0.87,-,1900
class action lawsuit attorney,0.6,720,-,720,720,720,720,720,880,720,720,880,880,720,-,-,$4.62,-,720
rci class action lawsuit,0.08,320,-,91,170,140,110,140,320,210,210,390,390,320,-,-,$0.05,-,260
yasmin lawsuits,0.65,4400,-,880,1300,1300,1600,1600,1900,2400,2900,3600,4400,4400,-,-,$0.05,-,2900
what is litigation,0.14,6600,-,4400,4400,4400,4400,3600,3600,3600,3600,3600,4400,3600,-,-,$0.86,-,3600
action class lawsuit vioxx,0.05,590,-,320,480,590,390,320,480,480,480,170,170,210,-,-,$0.50,-,320
benzene lawsuit,0.41,260,-,170,260,210,320,590,260,91,110,91,110,91,-,-,$6.35,-,210
riaa lawsuits,0.01,3600,-,3600,5400,3600,2400,1900,2400,2400,3600,2900,3600,2900,-,-,$0.23,-,2900
