Keyword,Competition,Global Monthly Searches,Jan 2011,Dec 2010,Nov 2010,Oct 2010,Sep 2010,Aug 2010,Jul 2010,Jun 2010,May 2010,Apr 2010,Mar 2010,Feb 2010,Ad Share,Search Share,Estimated Avg. CPC,Extracted From Webpage,Local Monthly Searches
mesothelioma mesothelioma,0.88,246000,-,135000,135000,135000,110000,110000,110000,135000,135000,201000,246000,110000,-,-,$0.05,-,135000
mesothelioma homeopathic,1,320,-,0,0,0,0,16,0,4400,16,0,0,-,-,-,$0.05,-,320
about asbestos,0.55,1000,-,480,590,590,480,480,480,480,590,590,590,480,-,-,$16.53,-,480
mesothelioma laws,0.72,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,28
lawyers for mesothelioma,0.86,12100,-,3600,4400,4400,3600,3600,4400,4400,4400,60500,22200,5400,-,-,$0.05,-,9900
calretinin mesothelioma,0.87,58,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,28
mesothelioma types,0.82,480,-,260,260,390,390,390,140,260,390,320,480,320,-,-,$52.44,-,320
cancer law lawsuit lawyer mesothelioma settlement,0.54,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,12
asbestos cancer lawsuit mesothelioma settlement,0.62,91,-,36,36,36,22,140,140,170,91,36,46,16,-,-,$0.05,-,73
mesothelioma lungs,0.81,2900,-,1900,2900,1900,1600,1900,1600,1600,1600,1600,1600,1300,-,-,$0.05,-,1600
attorney cancer lawyer mesothelioma,0.52,390,-,91,91,260,91,320,260,480,390,210,1300,58,-,-,$0.05,-,320
mesothelioma adenocarcinoma,0.82,140,-,46,73,46,73,58,36,73,73,46,73,58,-,-,$0.05,-,58
mesothelioma asbestos lawsuits,0.72,1000,-,590,880,880,590,1000,880,1000,720,480,590,480,-,-,$0.05,-,720
asbestos cancer lawsuit lawyer mesothelioma,0.59,170,-,140,260,260,170,170,110,170,110,110,110,91,-,-,$0.05,-,140
asbestos mesothelioma cancer,0.72,2400,-,1000,1300,1300,1300,1600,1300,1900,1900,1300,2400,720,-,-,$0.00,-,1600
asbestos mesothelioma lawyers,0.71,2900,-,1300,1900,1900,1600,2400,1600,1900,1600,1300,2400,880,-,-,$0.05,-,1600
attorney austin mesothelioma,0.91,390,-,480,390,390,210,320,320,210,320,260,260,170,-,-,$73.39,-,260
asbestos cancer lawsuit mesothelioma,0.62,320,-,170,320,320,210,390,320,390,260,170,260,140,-,-,$0.05,-,260
asbestos mesothelioma attorneys,0.71,2900,-,1300,1900,1900,1600,2400,1600,1900,1600,1300,2400,880,-,-,$0.05,-,1600
exposed to asbestos,0.49,1600,-,1000,1000,1000,880,880,1000,880,720,880,1300,720,-,-,$11.78,-,880
chrysotile peritoneal mesothelioma,0.71,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$11.11,-,12
attorney cancer lawyer mesothelioma settlement,0.46,320,-,58,46,140,46,170,170,320,260,110,1300,28,-,-,$0.05,-,210
cases of mesothelioma,0.78,590,-,390,390,320,320,390,390,390,320,390,390,320,-,-,$0.05,-,390
mesothelioma hospitals,0.91,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,16
houston mesothelioma attorney,0.87,590,-,590,590,390,390,480,480,320,480,590,590,320,-,-,$73.75,-,480
mesothelioma lawsuit settlements,0.86,390,-,260,260,210,210,720,390,590,480,260,260,140,-,-,$0.05,-,320
orange mesothelioma,0.85,36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,36
asbestos lungs,0.79,6600,-,3600,4400,3600,3600,3600,2900,2900,2900,3600,3600,2400,-,-,$16.87,-,3600
pemetrexed mesothelioma,0.12,170,-,36,22,36,36,12,58,46,73,22,73,46,-,-,$0.05,-,36
asbestos exposure mesothelioma,0.75,720,-,260,260,390,320,260,260,320,260,320,390,260,-,-,$0.00,-,320
mesothelioma asbestosis,0.64,1000,-,720,1300,880,720,590,390,480,480,720,590,480,-,-,$0.00,-,590
asbestos attorney law lawsuit lawyer mesothelioma,0.74,16,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,16
asbestos cancer law lawsuit lawyer mesothelioma,0.55,110,-,110,260,210,140,110,73,73,73,91,73,58,-,-,$0.05,-,110
find mesothelioma attorney,0.62,140,-,140,320,170,140,140,73,91,91,110,91,110,-,-,$0.05,-,110
cancer mesothelioma settlement,0.61,720,-,260,210,320,170,590,480,880,480,260,1300,110,-,-,$0.05,-,480
asbestos attorney lawsuit mesothelioma settlement,0.75,73,-,58,58,46,36,140,91,170,91,58,28,12,-,-,$0.05,-,73
mesothelioma peritoneal malignant,0.77,390,-,260,260,260,210,170,210,170,210,260,320,210,-,-,$0.00,-,210
attorney cancer law mesothelioma settlement,0.65,58,-,28,12,36,5,73,58,110,58,36,46,0,-,-,$0.05,-,46
mesothelioma options,0.82,880,-,320,880,480,480,390,320,390,320,320,320,260,-,-,$69.80,-,390
mesothelioma scholarship,0.88,390,-,210,260,210,170,320,320,140,390,320,320,320,-,-,$61.72,-,260
asbestos cancer law lawyer mesothelioma settlement,0.5,12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,5
mesothelioma health,0.9,320,-,260,260,210,260,590,260,390,170,170,46,36,-,-,$0.05,-,260
asbestos lawsuit lawyer mesothelioma,0.69,260,-,210,320,320,210,320,210,390,170,170,110,110,-,-,$0.05,-,210
asbestos exposure and mesothelioma,0.75,720,-,260,260,390,320,260,260,320,260,320,390,260,-,-,$0.05,-,320
cancer law lawsuit mesothelioma,0.56,210,-,140,260,210,170,260,170,170,170,110,170,91,-,-,$0.05,-,170
mesothelioma cancer center,0.88,110,-,58,73,110,110,110,58,73,91,73,73,46,-,-,$41.89,-,73
new york mesothelioma,0.9,1600,-,880,1000,880,880,1000,880,1300,1300,1600,1600,1000,-,-,$62.62,-,1000
attorney cancer law lawyer mesothelioma settlement,0.48,5,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,0
asbestos attorney lawyer mesothelioma settlement,0.41,210,-,28,36,91,36,91,73,140,140,91,1300,16,-,-,$0.05,-,170
symptoms of cancer,0.55,1220000,-,673000,673000,823000,823000,673000,673000,673000,673000,673000,823000,673000,-,-,$1.55,-,673000
asbestos mesothelioma settlement,0.68,590,-,390,320,320,210,720,480,720,480,320,1300,73,-,-,$0.05,-,480
mesothelioma survivors,0.84,480,-,260,170,170,210,170,170,170,170,140,210,140,-,-,$44.08,-,170
asbestos cancer mesothelioma settlement,0.59,480,-,210,170,210,140,480,390,590,390,210,1300,58,-,-,$0.05,-,390
mesothelioma lawyer washington,0.98,390,-,140,170,210,140,140,210,110,73,46,91,58,-,-,$53.26,-,110
asbestos law lawyer mesothelioma settlement,0.71,22,-,-,-,-,-,-,-,-,-,-,-,-,-,-,$0.05,-,22
law lawyer mesothelioma,0.63,260,-,210,320,320,210,320,210,390,260,140,170,110,-,-,$0.05,-,210
a mesothelioma attorney,0.86,110,-,91,58,73,46,46,28,58,46,73,36,36,-,-,$0.05,-,58
what causes mesothelioma,0.9,110,-,91,91,110,110,73,58,58,110,140,170,73,-,-,$0.05,-,91
asbestos attorney cancer lawsuit mesothelioma,0.59,210,-,140,260,260,170,260,170,320,170,140,140,110,-,-,$0.05,-,210
cancers,0.23,165000,-,74000,90500,90500,74000,60500,60500,60500,74000,90500,90500,74000,-,-,$0.99,-,74000
mesothelioma incidence,0.83,320,-,170,140,140,140,210,170,140,140,260,140,140,-,-,$70.51,-,170
navy mesothelioma,0.88,390,-,260,260,320,210,320,260,320,390,390,390,320,-,-,$48.29,-,320
dallas mesothelioma lawyer,0.9,480,-,480,390,260,210,320,260,260,390,390,320,260,-,-,$45.97,-,320
mesothelioma attorney san diego,0.9,590,-,320,260,260,210,260,260,260,260,170,170,170,-,-,$94.06,-,260
causes of cancer,0.34,135000,-,90500,90500,90500,90500,60500,60500,74000,90500,90500,90500,74000,-,-,$1.46,-,74000
mesothelioma attorneys san diego,0.88,720,-,390,320,320,260,320,320,320,320,210,210,260,-,-,$92.78,-,320
mesothelioma emedicine,0.84,210,-,110,73,91,140,73,91,91,91,91,110,91,-,-,$40.50,-,91
